Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
4050.0,4303.0,829.0,945.0,708.4815112257725,178.7215510727923,2.38732788418352,2020/03/19,4176.524616388017,886.5299578484091,865.8324443338872,20.69751351452187,,,,
5072.0,5355.0,1041.0,1171.0,1036.2911535529392,218.6953864959671,2.9867272485922776,2020/03/20,5212.815769940957,1105.2253443443763,1081.5411035812622,23.684240763114147,,,,
6466.0,6785.0,1309.0,1455.0,1412.6477062588392,276.67830070513514,3.7344547851700653,2020/03/21,6625.463476199796,1381.9036450495114,1354.4849495012272,27.418695548284212,,,,
8286.0,8647.0,1655.0,1819.0,1840.9081848639735,354.5901050987934,4.6883689395929125,2020/03/22,8466.37166106377,1736.4937501483048,1704.3866856604277,32.107064487877125,,,,
10609.0,11016.0,2099.0,2283.0,2345.618750747308,454.2614867251525,5.911840427914292,2020/03/23,10811.990411811077,2190.7552368734573,2152.7363319576657,38.01890491579142,,,,
13945.0,14412.0,2679.0,2886.0,3366.205249911989,590.8066291397686,7.4869744991938205,2020/03/24,14178.195661723066,2781.561866013226,2736.0559865982405,45.50587941498524,,,,
18336.0,18870.0,3449.0,3683.0,4424.798952335192,783.5800970566993,9.564138081513384,2020/03/25,18602.994614058258,3565.141963069925,3510.0719455734265,55.07001749649862,,,,
23251.0,23852.0,4446.0,4711.0,4948.138255694343,1012.8838782765147,12.292725246165134,2020/03/26,23551.1328697526,4578.02584134644,4510.663098603776,67.36274274266376,,,,
27865.0,28524.0,5665.0,5964.0,4643.40860402336,1235.482537832595,15.720453749379544,2020/03/27,28194.54147377596,5813.508379179035,5730.425182686991,83.0831964920433,,,,
31503.0,32204.0,7054.0,7386.0,3658.610036084596,1405.957277444406,19.75168223356488,2020/03/28,31853.151509860556,7219.465656623441,7116.630777897833,102.83487872560818,,,,
33950.0,34677.0,8538.0,8904.0,2460.1483257334658,1501.032598259495,24.18085961811046,2020/03/29,34313.29983559402,8720.498254882936,8593.482516539218,127.01573834371864,,,,
35390.0,36131.0,10048.0,10445.0,1446.8351092832745,1525.4304932200193,28.776090849378576,2020/03/30,35760.134944877296,10245.928748102955,10090.136918909859,155.79182919309721,,,,
36148.0,36897.0,11533.0,11958.0,762.3547844028217,1499.325822460587,33.34869097624747,2020/03/31,36522.48972928012,11745.254570563542,11556.114050394197,189.14052016934468,,,,
36513.0,37266.0,12965.0,13415.0,366.85521662687825,1444.0266093184073,37.777167955587345,2020/04/01,36889.344945906996,13189.28117988195,12962.363491757018,226.91768812493203,,,,
36676.0,37431.0,14328.0,14801.0,163.4456150150727,1375.1400708853598,41.99792630645638,2020/04/02,37052.79056092207,14564.42125076731,14295.50563633592,268.9156144313884,,,,
36744.0,37499.0,15620.0,16114.0,68.0643686630865,1301.9643977155974,45.985551241605094,2020/04/03,37120.854929585155,15866.385648482907,15551.484482809914,314.9011656729935,,,,
36771.0,37526.0,16840.0,17353.0,26.674592895724345,1229.2732488294005,49.73580811408243,2020/04/04,37147.52952248088,17095.658897312307,16731.02192352523,364.63697378707593,,,,
36780.0,37536.0,17990.0,18520.0,9.88972843598458,1159.20631924396,53.25468692045223,2020/04/05,37157.419250916864,18254.865216556267,17836.973555848737,417.89166070752816,,,,
36784.0,37539.0,19076.0,19621.0,3.483835135411937,1092.5660643948213,56.55243142472125,2020/04/06,37160.903086052276,19347.43128095109,18872.98718881884,474.4440921322494,,,,
36785.0,37541.0,20098.0,20658.0,1.170446141026332,1029.545113027234,59.640653982616584,2020/04/07,37162.0735321933,20376.976393978322,19842.891647863456,534.084746114866,,,,
